                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.5904,                 5.7684,                 4.2961,                      0,                      0,                      0,                      0,                 3.4636,                 5.3552,                 4.1593,               8.33e-06,               8.33e-06,               8.33e-06
